datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
14/11/11 3:00,4,0,1,1,18.04,21.97,67,19.0012,4,3,7
10/12/11 2:00,4,0,0,2,11.93516058,14.34946555,56,6.972224808,8,51,66
5/1/11 19:00,1,0,1,1,8.700513189,12.30601704,38,7.007292311,10,106,164
14/7/12 23:00,3,0,0,2,28.75218836,31.0006811,86,7.064572179,57,139,187
18/7/11 10:00,3,0,1,1,31.16,35.605,62,12.998,52,78,130
1/8/12 14:00,3,0,1,1,34.65044113,37.84414843,44,12.17484197,84,158,260
9/5/11 16:00,2,0,1,1,26.0875791,29.26572085,41,14.76222969,56,230,304
1/6/12 6:00,2,0,1,3,25.42,28.03,88,8.9981,5,136,141
19/6/11 19:00,2,0,0,1,29.52,34.09,62,8.9981,94,217,311
2/10/11 2:00,4,0,0,3,13.94,15.15,87,19.9995,3,27,30
9/6/11 12:00,2,0,1,1,37.72,42.425,35,12.998,40,100,140
17/6/12 15:00,2,0,0,1,27.06,31.06,50,15.0013,203,260,463
3/6/11 23:00,2,0,1,1,23.78,27.275,46,7.0015,30,141,171
8/5/11 7:00,2,0,0,2,18.27506617,23.40577672,83,0.53368049,2,0,48
9/4/11 2:00,2,0,0,2,13.12,15.15,87,15.0013,2,15,17
19/12/11 20:00,4,0,1,1,17.41568443,21.31017178,38,11.19707024,12,191,232
9/4/11 11:00,2,0,0,2,14.5621227,18.97451323,86,0,46,88,154
2/1/11 12:00,1,0,0,2,14.14773978,16.95279119,69,19.57962574,20,62,107
13/11/11 16:00,4,0,0,2,22.14,25.76,28,26.0027,93,226,319
18/12/12 21:00,4,0,1,1,14.76,17.425,50,15.0013,9,159,168
10/5/12 16:00,2,0,1,1,23.78,27.275,30,31.0009,87,334,421
8/8/11 10:00,3,0,1,1,32.8,37.12,52,26.0027,62,62,124
18/7/11 17:00,3,0,1,1,34.44,39.395,49,22.0028,72,473,545
3/6/11 15:00,2,0,1,1,28.7,31.82,28,19.0012,56,156,212
17/7/11 15:00,3,0,0,1,33.62,37.12,43,19.9995,129,195,324
16/12/12 20:00,4,0,0,2,15.58,19.695,82,0,14,108,122
11/7/11 9:00,3,0,1,1,31.98,37.12,59,19.9995,41,167,208
12/12/11 22:00,4,0,1,1,10.66,15.15,70,0,0,71,71
15/12/12 4:00,4,0,0,2,9.84,12.88,87,7.0015,1,5,6
18/7/12 4:00,3,0,1,1,29.52,34.09,70,8.9981,0,6,6
2/11/11 7:00,4,0,1,1,12.3,16.665,81,0,11,240,251
5/1/12 12:00,1,0,1,1,12.3,14.395,49,16.9979,6,114,120
15/4/11 17:00,2,1,0,2,20.5,24.24,63,26.0027,64,267,331
9/9/11 12:00,3,0,1,1,26.24,28.03,94,0,4,71,75
5/3/11 1:00,1,0,0,2,12.3,15.91,81,7.0015,5,20,25
8/8/12 10:00,3,0,1,2,32.8,37.12,52,8.9981,63,151,214
4/4/11 16:00,2,0,1,1,31.16,32.575,22,35.0008,59,130,189
5/11/11 12:00,4,0,0,1,14.76,17.425,46,11.0014,137,235,372
6/5/12 20:00,2,0,0,1,24.6,30.305,64,12.998,73,203,276
13/2/11 13:00,1,0,0,1,15.58,19.695,29,23.9994,62,92,154
8/11/11 9:00,4,0,1,1,14.76,18.94,87,0,14,177,191
9/5/11 2:00,2,0,1,1,18.04,21.97,94,0,6,2,8
9/11/11 21:00,4,0,1,1,15.98056609,21.84715171,91,0,12,158,189
6/5/12 19:00,2,0,0,2,24.6,30.305,64,11.0014,117,266,383
9/8/12 1:00,3,0,1,1,28.7,33.335,79,8.9981,5,23,28
7/6/12 0:00,2,0,1,1,21.32,25,77,8.9981,9,50,59
1/3/11 16:00,1,0,1,1,13.94,17.425,34,6.0032,10,92,102
4/8/12 11:00,3,0,0,1,35.26,40.15,47,16.9979,155,315,470
13/1/11 21:00,1,0,1,1,5.74,6.06,46,19.9995,0,40,40
15/3/11 2:00,1,0,1,1,11.73745147,17.10918455,60,5.768439979,0,0,15
18/9/11 21:00,3,0,0,2,22.14,25.76,68,6.0032,37,110,147
6/4/11 20:00,2,0,1,1,18.86,22.725,51,15.0013,15,126,141
9/11/11 15:00,4,0,1,1,21.32,25,45,15.0013,21,130,151
14/1/12 23:00,1,0,0,1,6.56,7.575,47,15.0013,5,71,76
12/8/11 23:00,3,0,1,1,27.88,31.82,51,0,51,100,151
11/1/11 21:00,1,0,1,3,5.919659645,9.854511036,89,4.330252721,0,6,24
10/11/12 19:00,4,0,0,1,18.69341226,23.10335789,54,6.870802407,46,226,282
4/10/12 8:00,4,0,1,1,26.24,28.79,89,0,27,711,738
12/6/11 15:00,2,0,0,1,32.8,38.635,59,19.9995,142,218,360
16/5/12 22:00,2,0,1,1,26.24,30.305,73,11.0014,33,253,286
4/10/12 6:00,4,0,1,3,25.43957926,28.03771377,92,5.873520436,0,117,139
15/3/12 14:00,1,0,1,2,29.52,32.575,30,7.0015,81,177,258
17/5/12 11:00,2,0,1,1,23.78,27.275,49,15.0013,77,202,279
8/6/12 10:00,2,0,1,1,27.06,31.06,47,16.9979,62,187,249
8/12/11 8:00,4,0,1,1,9.02,10.605,55,19.0012,11,418,429
6/5/11 22:00,2,0,1,1,18.86,22.725,72,15.0013,46,105,151
7/10/11 23:00,4,0,1,1,21.10193133,24.01845597,61,0,19,126,158
15/5/12 7:00,2,0,1,3,22.39421806,28.04375904,94,10.01032163,0,96,80
14/8/11 2:00,3,0,0,3,26.24,28.79,89,15.0013,13,49,62
5/4/12 8:00,2,0,1,1,14.76,17.425,46,15.0013,28,610,638
12/11/11 9:00,4,0,0,1,12.3,15.15,61,11.0014,18,142,160
18/9/12 4:00,3,0,1,2,25.42,27.275,94,23.9994,2,5,7
19/11/11 16:00,4,0,0,1,17.22,21.21,38,19.9995,99,188,287
9/12/11 17:00,4,0,1,1,13.94,17.425,66,7.0015,10,352,362
13/9/11 15:00,3,0,1,1,30.34,33.335,51,19.9995,35,145,180
18/7/12 19:00,3,0,1,2,31.16,35.605,62,7.0015,78,438,516
16/5/12 19:00,2,0,1,1,28.81693706,31.30474611,56,18.55313839,87,479,584
4/9/12 19:00,3,0,1,1,31.16,36.365,70,15.0013,50,502,552
11/11/12 12:00,4,0,0,1,20.5,24.24,48,6.0032,195,390,585
2/1/11 23:00,1,0,0,1,9.02,11.365,47,11.0014,0,8,8
14/12/12 11:00,4,0,1,1,13.12,15.15,65,12.998,31,180,211
6/3/12 13:00,1,0,1,1,12.3,15.15,39,8.9981,16,148,164
15/11/11 10:00,4,0,1,2,22.96,26.515,64,19.0012,23,115,138
18/3/11 1:00,1,0,1,1,16.4,20.455,62,16.9979,4,12,16
11/12/12 6:00,4,0,1,2,13.94,15.15,71,19.9995,0,118,118
2/1/12 0:00,1,1,0,1,15.68872291,20.41709062,42,31.61052666,9,33,22
17/11/11 10:00,4,0,1,2,13.94,15.15,61,22.0028,7,74,81
2/8/12 4:00,3,0,1,1,27.06,30.305,83,0,0,9,9
17/10/11 14:00,4,0,1,1,23.36295082,26.79713873,52,12.37109701,40,100,178
17/1/11 1:00,1,1,0,2,8.2,9.85,44,12.998,1,15,16
15/11/12 20:00,4,0,1,1,13.94,17.425,61,7.0015,23,262,285
11/10/12 6:00,4,0,1,1,15.86804694,17.92392993,50,10.3700392,1,165,162
3/8/12 17:00,3,0,1,2,34.44,40.15,53,19.0012,95,646,741
18/11/12 0:00,4,0,0,2,12.3,15.15,70,11.0014,11,118,129
6/8/11 2:00,3,0,0,1,27.06,30.305,78,15.0013,14,39,53
10/7/12 0:00,3,0,1,1,28.56219857,32.17462579,70,6.232631056,6,41,69
8/5/11 23:00,2,0,0,1,18.28041408,22.85346634,88,5.229814283,0,28,57
4/3/12 16:00,1,0,0,1,14.11787114,17.14885175,28,33.44449767,74,234,268
2/9/12 16:00,3,0,0,1,31.26419359,34.3912577,69,0.383195184,224,240,475
6/2/12 7:00,1,0,1,1,6.56,9.09,86,7.0015,5,229,234
2/3/11 9:00,1,0,1,1,11.48,12.88,56,19.9995,7,141,148
15/6/12 2:00,2,0,1,1,22.96,26.515,83,7.0015,0,15,15
17/8/12 18:00,3,0,1,2,33.62,12.12,38,16.9979,108,561,669
16/9/11 8:00,3,0,1,1,17.22,21.21,67,15.0013,23,386,409
19/2/11 20:00,1,0,0,1,13.12,14.395,28,35.0008,9,38,47
9/3/11 0:00,1,0,1,1,10.66,14.395,65,6.0032,0,9,9
6/3/12 22:00,1,0,1,1,11.59346917,12.75268972,59,10.06249892,5,84,116
10/3/12 9:00,1,0,0,1,9.84,10.605,41,22.0028,21,127,148
14/10/11 5:00,4,0,1,2,22.96,26.515,94,11.0014,0,17,17
1/3/12 9:00,1,0,1,1,19.53248239,22.02417947,76,16.82899934,11,282,306
9/5/11 11:00,2,0,1,1,24.6,31.06,46,15.0013,26,99,125
17/10/12 16:00,4,0,1,1,22.96,26.515,52,12.998,70,396,466
8/9/12 21:00,3,0,0,2,24.6,28.03,83,11.0014,26,155,181
1/2/11 20:00,1,0,1,2,9.02,11.365,87,8.9981,5,69,74
13/9/11 5:00,3,0,1,1,22.96,26.515,88,0,1,19,20
3/2/12 8:00,1,0,1,1,10.3508307,11.35008646,66,14.39669526,6,415,447
6/12/12 4:00,4,0,1,1,9.02,10.605,55,19.9995,1,8,9
9/12/12 14:00,4,0,0,2,15.58,19.695,87,12.998,42,190,232
12/12/12 4:00,4,0,1,1,10.66,15.15,60,0,0,4,4
16/3/11 9:00,1,0,1,2,13.12,16.665,93,8.9981,10,144,154
12/5/11 7:00,2,0,1,1,18.86,22.725,88,8.9981,14,283,297
13/9/12 13:00,3,0,1,1,28.7,31.82,42,0,60,223,283
12/6/12 4:00,2,0,1,3,24.6,27.275,88,11.0014,0,4,4
2/9/11 21:00,3,0,1,2,26.24,30.305,73,6.0032,28,121,149
16/10/11 13:00,4,0,0,1,23.24387146,31.34728431,35,21.00875436,170,283,448
19/7/12 13:00,3,0,1,1,34.44,38.635,47,8.9981,74,180,254
7/5/11 3:00,2,0,0,1,17.22,21.21,77,6.0032,9,9,18
14/4/11 1:00,2,0,1,1,15.58,19.695,76,15.0013,1,9,10
3/5/11 22:00,2,0,1,2,23.78,27.275,60,26.0027,14,99,113
5/10/12 12:00,4,0,1,1,29.52,32.575,42,11.0014,161,307,468
12/11/12 19:00,4,1,0,1,22.14,25.76,73,19.0012,30,323,353
12/5/11 14:00,2,0,1,2,25.42,30.305,61,15.0013,43,148,191
11/11/11 5:00,4,1,0,1,12.3,14.395,49,16.9979,0,13,13
11/7/11 4:00,3,0,1,1,27.06,31.06,74,15.0013,0,4,4
18/4/11 13:00,2,0,1,2,22.96,26.515,49,11.0014,41,128,169
17/5/11 1:00,2,0,1,3,22.96,26.515,88,0,7,6,13
14/3/12 15:00,1,0,1,1,28.7,31.82,24,0,86,197,283
3/3/12 2:00,1,0,0,3,14.76,18.18,93,6.0032,4,34,38
14/3/11 21:00,1,0,1,1,13.94,16.665,46,8.9981,5,58,63
2/11/11 9:00,4,0,1,1,13.94,18.18,87,0,15,213,228
13/3/12 1:00,1,0,1,2,20.60046243,24.88546272,58,15.22470401,1,0,1
7/7/12 11:00,3,0,0,1,38.54,43.94,38,12.998,122,245,367
7/8/11 7:00,3,0,0,1,29.68768029,34.54375515,84,13.59501579,14,25,44
16/6/12 9:00,2,0,0,1,24.6,30.305,60,6.0032,88,279,367
14/8/12 1:00,3,0,1,1,27.88,31.82,79,16.9979,8,19,27
15/3/12 16:00,1,0,1,1,29.52,32.575,37,26.0027,95,331,426
4/6/11 14:00,2,0,0,1,30.34,32.575,33,15.0013,193,258,451
2/11/12 7:00,4,0,1,2,12.3,15.15,70,8.9981,8,349,357
5/1/11 9:00,1,0,1,1,9.02,9.85,37,22.0028,6,109,115
10/6/12 21:00,2,0,0,1,29.52,34.09,62,11.0014,83,170,253
10/1/11 21:00,1,0,1,1,5.171543374,6.447572223,57,14.10896401,7,50,36
15/3/11 6:00,1,0,1,1,9.02,11.365,80,12.998,3,32,35
5/2/12 6:00,1,0,0,2,9.885254867,14.892064,71,15.52605146,0,0,20
5/12/12 23:00,4,0,1,1,12.3,13.635,49,26.0027,5,69,74
14/8/11 0:00,3,0,0,3,27.06,30.305,83,19.9995,19,71,90
9/6/12 23:00,2,0,0,1,27.88,31.82,61,11.0014,69,161,230
4/6/12 13:00,2,0,1,1,26.24,31.06,41,23.9994,85,189,274
11/1/11 21:00,1,0,1,3,6.56,9.85,86,6.0032,0,20,20
4/5/11 13:00,2,0,1,2,18.94345185,22.13630394,62,30.06107526,13,150,114
10/3/12 4:00,1,0,0,1,10.44764242,10.96834663,41,23.77228166,6,23,1
18/11/11 5:00,4,0,1,1,9.02,11.365,44,8.9981,0,22,22
2/9/11 11:00,3,0,1,2,27.18345622,31.30729967,76,7.079555269,42,147,191
3/2/11 15:00,1,0,1,1,9.02,9.85,37,22.0028,4,56,60
9/3/11 5:00,1,0,1,2,9.84,12.12,81,8.9981,1,7,8
7/10/12 17:00,4,0,0,3,16.4,20.455,82,15.0013,35,122,157
7/11/12 4:00,4,0,1,2,11.48,12.88,52,19.9995,0,9,9
13/2/12 14:00,1,0,1,1,13.94,17.425,23,7.0015,10,125,135
5/9/11 7:00,3,1,0,1,27.06,31.06,74,11.0014,11,30,41
7/10/12 16:00,4,0,0,3,16.4,20.455,82,11.0014,87,246,333
18/12/11 20:00,4,0,0,1,9.84,12.88,60,7.0015,10,94,104
5/12/12 7:00,4,0,1,3,18.86,22.725,59,19.9995,9,389,398
18/8/11 22:00,3,0,1,2,28.7,33.335,74,7.0015,18,117,135
12/10/11 3:00,4,0,1,3,22.14,25.76,94,19.9995,0,2,2
9/7/11 4:00,3,0,0,1,26.24,28.79,83,15.0013,2,4,6
8/10/12 8:00,4,1,0,2,14.76,17.425,71,15.0013,23,374,397
4/6/11 0:00,2,0,0,1,22.96,26.515,52,0,24,69,93
13/12/12 0:00,4,0,1,2,11.0113664,12.36345363,51,16.00816721,0,15,47
7/1/12 16:00,1,0,0,2,22.96,26.515,37,19.0012,133,268,401
6/8/11 12:00,3,0,0,1,32.8,37.88,55,15.0013,130,252,382
19/9/11 1:00,3,0,1,2,21.32242205,24.62594612,70,6.985411897,1,0,16
9/12/11 22:00,4,0,1,1,10.98906555,17.16462482,84,0.145828304,16,115,116
19/10/12 6:00,4,0,1,3,22.14,25.76,94,11.0014,5,126,131
9/9/12 14:00,3,0,0,1,29.52,32.575,30,19.0012,232,415,647
13/5/12 3:00,2,0,0,2,22.14,25.76,64,8.9981,2,26,28
14/3/11 5:00,1,0,1,1,9.84,12.12,70,8.9981,0,8,8
17/9/12 20:00,3,0,1,2,25.42,29.545,73,8.9981,32,308,340
14/12/11 10:00,4,0,1,2,13.12,17.425,57,0,9,133,142
4/5/11 14:00,2,0,1,1,20.5,24.24,51,26.0027,13,94,107
18/5/11 5:00,2,0,1,1,21.32,25,100,15.0013,0,9,9
4/4/11 22:00,2,0,1,2,27.88,31.82,36,31.0009,17,58,75
13/7/11 19:00,3,0,1,1,28.7,33.335,79,7.0015,79,340,419
6/3/12 12:00,1,0,1,1,11.81112455,13.82260669,43,9.249668396,14,137,147
17/4/11 3:00,2,0,0,1,17.37318726,21.63595213,66,7.738979663,15,30,30
3/5/11 18:00,2,0,1,1,28.7,32.575,48,27.9993,59,485,544
17/9/11 5:00,3,0,0,1,18.86,22.725,72,11.0014,2,3,5
5/6/12 11:00,2,0,1,2,22.96,26.515,56,12.998,65,162,227
10/8/11 12:00,3,0,1,1,34.59298084,36.22103816,39,20.0957077,78,186,266
13/6/11 21:00,2,0,1,1,26.24,31.06,41,16.9979,40,178,218
12/2/11 19:00,1,0,0,1,11.48,13.635,38,11.0014,2,39,41
4/4/11 12:00,2,0,1,1,26.24,31.06,36,31.0009,59,98,157
14/3/12 5:00,1,0,1,1,18.04,21.97,82,8.9981,2,25,27
18/6/11 21:00,2,0,0,2,29.52,34.09,66,7.0015,58,125,183
13/3/11 17:00,1,0,0,1,18.04,21.97,41,23.9994,98,143,241
10/9/11 19:00,3,0,0,1,28.7,32.575,58,8.9981,101,214,315
4/1/11 1:00,1,0,1,1,6.314429042,8.420713263,59,7.820400563,0,11,1
5/3/11 11:00,1,0,0,2,15.13302166,21.18874533,79,15.64590335,38,108,140
11/9/12 11:00,3,0,1,1,25.89244104,28.99360642,33,4.845374932,64,197,271
11/5/12 20:00,2,0,1,1,25.42,30.305,25,8.9981,64,277,341
16/4/12 8:00,2,1,0,2,22.96,26.515,83,11.0014,48,549,597
3/5/12 6:00,2,0,1,2,18.86,22.725,88,11.0014,8,128,136
7/9/12 20:00,3,0,1,1,29.52,34.09,66,15.0013,51,340,391
9/9/11 15:00,3,0,1,1,30.34,34.85,66,0,27,161,188
1/9/11 5:00,3,0,1,1,22.96,26.515,73,6.0032,1,22,23
2/4/12 7:00,2,0,1,1,13.94,15.15,66,26.0027,12,294,306
11/2/12 5:00,1,0,0,3,9.680694673,13.50119995,91,10.48896276,0,16,1
6/3/12 15:00,1,0,1,1,13.94,15.15,36,19.9995,24,142,166
16/11/12 7:00,4,0,1,2,12.3,15.15,61,11.0014,5,362,367
5/10/12 4:00,4,0,1,1,22.14,25.76,77,0,0,11,11
10/10/12 21:00,4,0,1,1,20.5,24.24,51,23.9994,18,251,269
7/10/12 8:00,4,0,0,3,17.22,21.21,67,8.9981,11,51,62
15/12/12 22:00,4,0,0,1,14.76,17.425,62,12.998,22,134,156
14/2/12 8:00,1,0,1,2,9.84,14.395,70,0,3,510,513
10/10/11 2:00,4,1,0,1,19.68,23.485,88,0,4,15,19
18/7/11 6:00,3,0,1,1,26.24,28.79,83,7.0015,10,95,105
8/11/11 4:00,4,0,1,1,12.3,16.665,87,0,0,4,4
18/1/12 12:00,1,0,1,1,12.3,12.88,39,32.9975,6,155,161
16/12/11 0:00,4,0,1,1,20.6845252,25.43205049,72,21.76101083,16,80,89
4/12/11 0:00,4,0,0,1,12.3,15.91,70,7.0015,19,64,83
2/6/12 17:00,2,0,0,1,26.24,31.06,36,0,248,338,586
3/1/11 12:00,1,0,1,1,9.02,10.605,35,19.9995,13,48,61
4/3/12 12:00,1,0,0,1,13.94,15.15,42,23.9994,71,256,327
6/6/11 23:00,2,0,1,1,26.24,30.305,69,6.0032,5,55,60
8/12/11 12:00,4,0,1,1,11.48,12.88,52,22.0028,8,148,156
14/1/11 11:00,1,0,1,1,7.38,8.335,51,19.0012,6,47,53
1/2/12 14:00,1,0,1,1,25.42,31.06,33,15.0013,33,159,192
19/1/12 13:00,1,0,1,1,9.02,10.605,47,19.0012,6,118,124
14/8/11 8:00,3,0,0,2,27.06,29.545,89,19.0012,20,21,41
5/6/11 9:00,2,0,0,2,24.6,28.79,78,12.998,53,111,164
11/3/12 10:00,1,0,0,1,13.12,15.15,49,19.0012,71,147,218
14/12/12 23:00,4,0,1,1,11.48,15.15,75,6.0032,11,123,134
17/6/11 23:00,2,0,1,1,25.42,28.79,83,8.9981,37,141,178
9/9/12 20:00,3,0,0,1,25.8912288,32.70810833,41,18.79627924,93,241,353
17/7/12 21:00,3,0,1,1,33.62,38.635,52,8.9981,50,283,333
2/3/11 14:00,1,0,1,1,21.32,25,23,19.9995,21,75,96
13/5/11 16:00,2,0,1,2,21.32,25,88,8.9981,44,256,300
9/5/12 4:00,2,0,1,3,22.96,26.515,88,15.0013,0,5,5
1/7/11 17:00,3,0,1,1,33.62,34.85,21,12.998,99,362,461
12/1/11 2:00,1,0,1,1,5.74,7.575,86,8.9981,0,1,1
3/7/12 1:00,3,0,1,1,29.52,33.335,58,0,5,9,14
13/4/11 5:00,2,0,1,3,16.00489352,19.61523616,96,16.99192672,10,0,9
10/7/12 0:00,3,0,1,1,27.44923849,31.94560933,69,5.396639566,15,82,68
14/5/12 6:00,2,0,1,3,21.1931537,25.72308061,93,20.08040486,5,65,78
7/2/11 12:00,1,0,1,2,13.12,17.425,62,0,7,59,66
8/12/11 20:00,4,0,1,1,10.24960497,13.01858489,59,6.995746826,4,156,172
15/5/11 16:00,2,0,0,1,26.24,30.305,69,16.9979,158,282,440
7/7/11 11:00,3,0,1,1,33.62,38.635,52,8.9981,30,112,142
1/9/11 4:00,3,0,1,1,22.96,26.515,83,6.0032,0,7,7
19/12/12 15:00,4,0,1,1,17.22,21.21,50,19.0012,28,209,237
10/12/12 16:00,4,0,1,2,20.5,24.24,88,7.0015,37,308,345
12/1/12 18:00,1,0,1,1,18.04,21.97,67,12.998,22,399,421
8/3/12 21:00,1,0,1,1,24.6,31.06,43,26.0027,27,206,233
3/11/12 19:00,4,0,0,1,14.76,17.425,50,11.0014,22,217,239
7/6/12 18:00,2,0,1,1,28.7,31.82,34,19.0012,110,703,813
2/11/12 21:00,4,0,1,2,14.86123601,16.93473908,43,24.76895266,13,144,172
18/8/12 6:00,3,0,0,1,24.6,28.03,83,15.0013,4,23,27
3/7/12 19:00,3,0,1,2,34.44,37.12,36,8.9981,66,431,497
19/10/12 3:00,4,0,1,2,22.96,26.515,83,0,0,5,5
13/12/11 19:00,4,0,1,1,13.12,15.91,49,11.0014,5,262,267
3/3/11 16:00,1,0,1,1,10.66,15.15,23,0,6,65,71
7/11/11 6:00,4,0,1,2,11.48,15.91,93,0,2,97,99
19/10/11 6:00,4,0,1,3,21.32,25,83,16.9979,3,28,31
2/8/11 15:00,3,0,1,1,36.9,38.635,25,19.0012,48,120,168
8/4/12 23:00,2,0,0,1,20.5,24.24,39,16.9979,10,41,51
3/12/12 9:00,4,0,1,1,16.4,20.455,87,6.0032,19,289,308
18/10/11 19:00,4,0,1,1,22.96,26.515,60,7.0015,31,286,317
4/12/12 23:00,4,0,1,1,19.68,23.485,67,16.9979,5,91,96
2/9/12 3:00,3,0,0,1,27.06,29.545,89,6.0032,9,33,42
2/8/12 9:00,3,0,1,1,31.17042188,36.41507924,71,5.773059445,30,312,339
3/7/12 23:00,3,0,1,1,27.06,30.305,83,0,19,152,171
17/12/11 7:00,4,0,0,2,10.66,12.88,56,15.0013,0,20,20
6/10/12 21:00,4,0,0,1,18.84688152,22.88571275,57,7.948808283,71,136,205
2/4/12 8:00,2,0,1,1,14.76,16.665,57,22.0028,36,553,589
18/4/12 10:00,2,0,1,3,19.68,23.485,47,15.0013,31,116,147
7/4/11 1:00,2,0,1,1,17.22,21.21,47,8.9981,2,11,13
17/8/11 0:00,3,0,1,1,27.06,31.06,69,6.0032,8,16,24
1/12/12 7:00,4,0,0,2,9.84,12.12,87,8.9981,7,56,63
15/6/11 23:00,2,0,1,1,25.42,31.06,53,0,17,90,107
7/2/12 20:00,1,0,1,1,14.76,17.425,50,8.9981,6,206,212
13/2/12 1:00,1,0,1,1,4.92,6.06,50,15.0013,0,6,6
2/6/11 7:00,2,0,1,1,28.7,31.82,34,16.9979,19,285,304
6/8/11 4:00,3,0,0,2,27.06,30.305,83,11.0014,5,5,10
3/7/11 0:00,3,0,0,1,28.7,32.575,58,15.0013,47,97,144
6/4/12 4:00,2,0,1,1,13.94,15.91,49,16.9979,2,3,5
10/11/11 20:00,4,0,1,2,14.76,16.665,62,19.0012,8,160,168
14/12/11 13:00,4,0,1,2,14.76,18.18,57,7.0015,14,119,133
2/3/11 12:00,1,0,1,1,16.4,20.455,43,12.998,20,62,82
6/11/12 12:00,4,0,1,1,13.12,16.665,45,8.9981,31,217,248
2/12/12 12:00,4,0,0,2,13.94,16.665,81,11.0014,111,409,520
9/11/11 20:00,4,0,1,1,17.20195819,23.5266953,77,1.86185441,19,197,263
13/2/12 12:00,1,0,1,1,11.48,12.88,28,22.0028,7,111,118
9/12/12 5:00,4,0,0,2,16.4,20.455,87,7.0015,0,8,8
5/5/11 20:00,2,0,1,1,20.5,24.24,34,11.0014,33,225,258
10/7/11 6:00,3,0,0,1,26.24,29.545,78,6.0032,8,17,25
8/3/11 12:00,1,0,1,2,14.76,18.94,23,0,29,70,99
14/1/12 22:00,1,0,0,1,8.398637504,6.818667789,47,23.48701927,0,43,88
16/2/12 17:00,1,0,1,3,13.94,18.18,87,0,8,281,289
4/10/12 6:00,4,0,1,3,25.42,27.275,94,6.0032,1,132,133
7/10/12 5:00,4,0,0,2,18.04,21.97,54,8.9981,2,8,10
18/8/12 16:00,3,0,0,1,31.16,33.335,37,16.9979,287,354,641
2/1/11 16:00,1,0,0,3,13.94,16.665,71,11.0014,9,67,76
12/11/11 6:00,4,0,0,1,9.02,11.365,75,11.0014,0,7,7
7/8/12 14:00,3,0,1,2,33.62,37.88,46,0,76,185,261
7/7/12 12:00,3,0,0,1,39.36,43.18,31,23.9994,124,218,342
6/9/12 22:00,3,0,1,1,27.30581738,29.93180264,89,9.821383545,20,199,227
17/4/12 22:00,2,0,1,1,22.14,25.76,30,16.9979,18,144,162
17/11/12 1:00,4,0,0,1,10.66,12.88,60,12.998,13,74,87
1/5/12 2:00,2,0,1,2,20.5,24.24,72,6.0032,1,7,8
11/4/11 19:00,2,0,1,1,29.52,33.335,51,30.0026,73,211,284
17/1/12 12:00,1,0,1,2,13.12,15.15,87,19.0012,3,83,86
2/8/11 21:00,3,0,1,1,32.8,37.12,52,15.0013,53,201,254
7/7/11 23:00,3,0,1,1,29.52,34.09,66,0,31,98,129
14/10/12 7:00,4,0,0,1,17.22,21.21,82,15.0013,7,44,51
15/7/11 11:00,3,0,1,1,28.7,32.575,54,8.9981,73,137,210
18/8/12 0:00,3,0,0,2,26.6358744,29.93549598,82,15.55332228,1,89,127
16/10/11 13:00,4,0,0,1,24.6,31.06,35,19.9995,169,269,438
1/1/11 16:00,1,0,0,2,17.09953364,20.69690574,81,21.16359604,46,52,93
11/8/11 7:00,3,0,1,1,27.06,31.06,54,8.9981,15,292,307
7/9/11 3:00,3,0,1,3,22.96,26.515,94,8.9981,1,1,2
7/8/12 2:00,3,0,1,1,29.13891044,32.56640713,80,9.119167521,6,0,9
1/2/11 8:00,1,0,1,3,6.041811185,11.99266512,95,0.044507494,5,136,157
13/8/11 18:00,3,0,0,1,29.85112452,33.75076976,76,14.32366563,120,160,280
12/3/12 5:00,1,0,1,1,13.94,16.665,61,12.998,1,15,16
2/3/12 13:00,1,0,1,1,17.22,21.21,44,15.0013,31,191,222
11/6/12 13:00,2,0,1,2,32.8,35.605,41,19.9995,63,185,248
6/9/11 22:00,3,0,1,2,22.14,25.76,94,22.0028,5,79,84
3/1/11 8:00,1,0,1,1,6.410489453,7.957320424,50,20.46934091,2,142,137
13/11/11 12:00,4,0,0,2,21.32,25,29,27.9993,112,242,354
13/5/11 12:00,2,0,1,2,21.32,25,88,12.998,53,170,223
4/12/11 1:00,4,0,0,1,13.68015644,16.7371125,76,5.665934077,18,58,61
1/10/12 15:00,4,0,1,2,25.42,31.06,43,8.9981,95,234,329
2/8/11 22:00,3,0,1,2,31.98,37.12,59,11.0014,22,169,191
14/12/12 13:00,4,0,1,1,15.49036569,16.78675715,50,15.38644865,39,293,343
11/10/11 2:00,4,0,1,2,21.32,25,94,8.9981,1,4,5
1/4/11 20:00,2,0,1,1,13.12,15.91,53,12.998,2,75,77
17/9/12 18:00,3,0,1,2,25.42,29.545,73,11.0014,66,708,774
17/9/11 1:00,3,0,0,1,18.86,22.725,72,7.0015,28,52,80
7/11/12 3:00,4,0,1,2,11.48,12.88,52,22.0028,2,9,11
11/3/11 6:00,1,0,1,1,10.66,12.12,81,19.0012,1,31,32
7/12/11 5:00,4,0,1,3,18.86,22.725,100,11.0014,0,3,3
16/11/11 9:00,4,0,1,3,18.78972577,22.58530097,97,0,10,36,103
12/2/12 15:00,1,0,0,1,6.885277027,5.533335802,40,36.53710218,12,136,183
19/10/11 9:00,4,0,1,3,21.12962898,25.71542679,87,32.94360437,22,157,215
16/2/12 1:00,1,0,1,2,12.3,16.665,70,0,0,5,5
