datetime,season,holiday,workingday,weather,temp,humidity,windspeed,count,datetime_parsed,hour,day,month,year,weekday,is_weekend,bad_weather_peak,humid_temp,work_hour,weekend_hour,wind_weather,temp_hour,peak_morning,peak_evening
7/1/11 22:00,1,0,1,2,7.38,43,11.0014,36,2011-01-07 22:00:00,22,7,1,2011,4,0,44,317.34,22,0,22.0028,162.35999999999999,0,0
15/12/11 11:00,4,0,1,2,16.4,62,27.9993,135,2011-12-15 11:00:00,11,15,12,2011,3,0,22,1016.8,11,0,55.9986,180.39999999999998,0,0
10/11/11 0:00,4,0,1,1,16.4,87,0.0,24,2011-11-10 00:00:00,0,10,11,2011,3,0,0,1426.8,0,0,0.0,0.0,0,0
12/6/12 2:00,2,0,1,2,27.88,65,12.998,6,2012-06-12 02:00:00,2,12,6,2012,1,0,4,1812.2,2,0,25.996,55.76,0,0
17/6/11 8:00,2,0,1,2,24.6,83,0.0,454,2011-06-17 08:00:00,8,17,6,2011,4,0,16,2041.8000000000002,8,0,0.0,196.8,1,0
6/9/11 2:00,3,0,1,3,22.14,94,16.9979,2,2011-09-06 02:00:00,2,6,9,2011,1,0,6,2081.16,2,0,50.993700000000004,44.28,0,0
16/11/12 13:00,4,0,1,1,17.22,38,12.998,278,2012-11-16 13:00:00,13,16,11,2012,4,0,13,654.3599999999999,13,0,12.998,223.85999999999999,0,0
3/1/12 13:00,1,0,1,1,7.38,34,43.9989,73,2012-01-03 13:00:00,13,3,1,2012,1,0,13,250.92,13,0,43.9989,95.94,0,0
19/5/11 9:00,2,0,1,2,22.14,88,6.0032,216,2011-05-19 09:00:00,9,19,5,2011,3,0,18,1948.3200000000002,9,0,12.0064,199.26,1,0
16/9/12 8:00,3,0,0,1,22.14,64,11.0014,128,2012-09-16 08:00:00,8,16,9,2012,6,1,8,1416.96,0,8,11.0014,177.12,1,0
14/4/11 23:00,2,0,1,1,18.86,59,7.0015,47,2011-04-14 23:00:00,23,14,4,2011,3,0,23,1112.74,23,0,7.0015,433.78,0,0
19/9/12 2:00,3,0,1,2,22.14,64,22.0028,3,2012-09-19 02:00:00,2,19,9,2012,2,0,4,1416.96,2,0,44.0056,44.28,0,0
10/9/11 23:00,3,0,0,2,25.42,88,0.0,139,2011-09-10 23:00:00,23,10,9,2011,5,1,46,2236.96,0,23,0.0,584.6600000000001,0,0
6/7/11 19:00,3,0,1,1,30.34,70,15.0013,394,2011-07-06 19:00:00,19,6,7,2011,2,0,19,2123.8,19,0,15.0013,576.46,0,1
5/1/12 8:00,1,0,1,2,8.2,75,0.0,388,2012-01-05 08:00:00,8,5,1,2012,3,0,16,615.0,8,0,0.0,65.6,1,0
9/12/11 7:00,4,0,1,1,9.02,75,6.0032,199,2011-12-09 07:00:00,7,9,12,2011,4,0,7,676.5,7,0,6.0032,63.14,1,0
12/7/12 9:00,3,0,1,1,29.52,58,7.0015,327,2012-07-12 09:00:00,9,12,7,2012,3,0,9,1712.16,9,0,7.0015,265.68,1,0
17/5/11 5:00,2,0,1,3,21.32,94,16.9979,22,2011-05-17 05:00:00,5,17,5,2011,1,0,15,2004.08,5,0,50.993700000000004,106.6,0,0
19/7/12 17:00,3,0,1,1,35.26,41,0.0,771,2012-07-19 17:00:00,17,19,7,2012,3,0,17,1445.6599999999999,17,0,0.0,599.42,0,1
8/8/12 16:00,3,0,1,2,32.8,49,19.0012,441,2012-08-08 16:00:00,16,8,8,2012,2,0,32,1607.1999999999998,16,0,38.0024,524.8,0,0
4/8/12 19:00,3,0,0,1,33.62,52,23.9994,397,2012-08-04 19:00:00,19,4,8,2012,5,1,19,1748.2399999999998,0,19,23.9994,638.78,0,1
3/2/12 6:00,1,0,1,1,9.84,65,11.0014,88,2012-02-03 06:00:00,6,3,2,2012,4,0,6,639.6,6,0,11.0014,59.04,0,0
16/12/11 2:00,4,0,1,1,19.30046109,74,6.124516553,1,2011-12-16 02:00:00,2,16,12,2011,4,0,2,1428.23412066,2,0,6.124516553,38.60092218,0,0
10/5/11 0:00,2,0,1,1,19.68,63,0.0,18,2011-05-10 00:00:00,0,10,5,2011,1,0,0,1239.84,0,0,0.0,0.0,0,0
10/5/11 19:00,2,0,1,1,24.6,43,15.0013,434,2011-05-10 19:00:00,19,10,5,2011,1,0,19,1057.8,19,0,15.0013,467.40000000000003,0,1
12/6/12 9:00,2,0,1,2,26.24,89,19.0012,285,2012-06-12 09:00:00,9,12,6,2012,1,0,18,2335.3599999999997,9,0,38.0024,236.16,1,0
16/6/11 15:00,2,0,1,2,28.7,61,19.9995,159,2011-06-16 15:00:00,15,16,6,2011,3,0,30,1750.7,15,0,39.999,430.5,0,0
14/10/12 19:00,4,0,0,1,22.96,64,15.0013,336,2012-10-14 19:00:00,19,14,10,2012,6,1,19,1469.44,0,19,15.0013,436.24,0,1
12/11/12 11:00,4,1,0,1,21.53568658,71,10.71659424,399,2012-11-12 11:00:00,11,12,11,2012,0,0,11,1529.03374718,0,0,10.71659424,236.89255238,0,0
1/10/11 8:00,4,0,0,2,16.4,76,22.0028,67,2011-10-01 08:00:00,8,1,10,2011,5,1,16,1246.3999999999999,0,8,44.0056,131.2,1,0
11/7/12 17:00,3,0,1,1,32.8,31,15.0013,830,2012-07-11 17:00:00,17,11,7,2012,2,0,17,1016.8,17,0,15.0013,557.5999999999999,0,1
7/6/11 10:00,2,0,1,2,31.16,48,12.998,123,2011-06-07 10:00:00,10,7,6,2011,1,0,20,1495.68,10,0,25.996,311.6,0,0
9/9/11 4:00,3,0,1,3,25.42,94,11.0014,3,2011-09-09 04:00:00,4,9,9,2011,4,0,12,2389.48,4,0,33.0042,101.68,0,0
14/12/12 19:00,4,0,1,1,13.49844045,54,6.841009126,286,2012-12-14 19:00:00,19,14,12,2012,4,0,19,728.9157843,19,0,6.841009126,256.47036855,0,1
8/8/12 19:00,3,0,1,1,31.16,66,15.0013,686,2012-08-08 19:00:00,19,8,8,2012,2,0,19,2056.56,19,0,15.0013,592.04,0,1
19/10/12 3:00,4,0,1,2,22.2774104,78,0.781183968,1,2012-10-19 03:00:00,3,19,10,2012,4,0,6,1737.6380112000002,3,0,1.562367936,66.8322312,0,0
2/1/11 13:00,1,0,0,2,14.76,66,8.9981,75,2011-01-02 13:00:00,13,2,1,2011,6,1,26,974.16,0,13,17.9962,191.88,0,0
18/10/11 20:00,4,0,1,1,22.14,64,11.0014,227,2011-10-18 20:00:00,20,18,10,2011,1,0,20,1416.96,20,0,11.0014,442.8,0,0
19/8/12 19:00,3,0,0,2,26.24,73,8.9981,341,2012-08-19 19:00:00,19,19,8,2012,6,1,38,1915.52,0,19,17.9962,498.55999999999995,0,1
8/6/12 0:00,2,0,1,1,22.96,56,11.0014,77,2012-06-08 00:00:00,0,8,6,2012,4,0,0,1285.76,0,0,11.0014,0.0,0,0
8/7/12 6:00,3,0,0,1,30.23248071,72,8.811144359,20,2012-07-08 06:00:00,6,8,7,2012,6,1,6,2176.73861112,0,6,8.811144359,181.39488426,0,0
15/4/11 8:00,2,1,0,1,18.04,62,19.9995,300,2011-04-15 08:00:00,8,15,4,2011,4,0,8,1118.48,0,0,19.9995,144.32,1,0
5/10/11 5:00,4,0,1,1,18.85772627,80,8.579307312,57,2011-10-05 05:00:00,5,5,10,2011,2,0,5,1508.6181016,5,0,8.579307312,94.28863135,0,0
6/8/11 3:00,3,0,0,2,27.06,78,11.0014,42,2011-08-06 03:00:00,3,6,8,2011,5,1,6,2110.68,0,3,22.0028,81.17999999999999,0,0
16/10/11 8:00,4,0,0,1,18.04,62,12.998,99,2011-10-16 08:00:00,8,16,10,2011,6,1,8,1118.48,0,8,12.998,144.32,1,0
6/8/11 23:00,3,0,0,3,28.7,84,19.0012,108,2011-08-06 23:00:00,23,6,8,2011,5,1,69,2410.7999999999997,0,23,57.003600000000006,660.1,0,0
3/9/12 21:00,3,1,0,1,29.52,76,7.0015,184,2012-09-03 21:00:00,21,3,9,2012,0,0,21,2243.52,0,0,7.0015,619.92,0,0
16/6/12 20:00,2,0,0,2,27.06,47,12.998,352,2012-06-16 20:00:00,20,16,6,2012,5,1,40,1271.82,0,20,25.996,541.1999999999999,0,0
11/3/12 5:00,1,0,0,1,9.84,60,11.0014,7,2012-03-11 05:00:00,5,11,3,2012,6,1,5,590.4,0,5,11.0014,49.2,0,0
12/5/12 17:00,2,0,0,2,27.12846286,37,12.73328345,595,2012-05-12 17:00:00,17,12,5,2012,5,1,34,1003.7531258199999,0,17,25.4665669,461.18386862,0,1
9/10/11 8:00,4,0,0,1,19.96057225,88,0.0,142,2011-10-09 08:00:00,8,9,10,2011,6,1,8,1756.530358,0,8,0.0,159.684578,1,0
5/7/12 18:00,3,0,1,2,36.9,39,22.0028,607,2012-07-05 18:00:00,18,5,7,2012,3,0,36,1439.1,18,0,44.0056,664.1999999999999,0,1
15/4/11 11:00,2,1,0,1,21.32,55,12.998,136,2011-04-15 11:00:00,11,15,4,2011,4,0,11,1172.6,0,0,12.998,234.52,0,0
1/10/12 6:00,4,0,1,1,18.04,77,7.0015,155,2012-10-01 06:00:00,6,1,10,2012,0,0,6,1389.08,6,0,7.0015,108.24,0,0
2/9/12 2:00,3,0,0,1,27.06,89,0.0,84,2012-09-02 02:00:00,2,2,9,2012,6,1,2,2408.3399999999997,0,2,0.0,54.12,0,0
18/5/11 18:00,2,0,1,1,23.67405615,74,14.56791333,481,2011-05-18 18:00:00,18,18,5,2011,2,0,18,1751.8801551,18,0,14.56791333,426.1330107,0,1
2/1/11 10:00,1,0,0,2,15.8585411,76,16.51262462,82,2011-01-02 10:00:00,10,2,1,2011,6,1,20,1205.2491236,0,10,33.02524924,158.585411,0,0
8/2/12 4:00,1,0,1,1,9.84,70,6.0032,1,2012-02-08 04:00:00,4,8,2,2012,2,0,4,688.8,4,0,6.0032,39.36,0,0
10/11/12 10:00,4,0,0,1,16.4,58,0.0,350,2012-11-10 10:00:00,10,10,11,2012,5,1,10,951.1999999999999,0,10,0.0,164.0,0,0
1/8/12 8:00,3,0,1,2,27.06,78,12.998,681,2012-08-01 08:00:00,8,1,8,2012,2,0,16,2110.68,8,0,25.996,216.48,1,0
2/11/11 4:00,4,0,1,1,12.58402296,90,0.0,1,2011-11-02 04:00:00,4,2,11,2011,2,0,4,1132.5620664,4,0,0.0,50.33609184,0,0
19/9/12 12:00,3,0,1,1,24.6,43,16.9979,313,2012-09-19 12:00:00,12,19,9,2012,2,0,12,1057.8,12,0,16.9979,295.20000000000005,0,0
5/3/11 3:00,1,0,0,2,12.3,87,12.998,2,2011-03-05 03:00:00,3,5,3,2011,5,1,6,1070.1000000000001,0,3,25.996,36.900000000000006,0,0
2/12/11 1:00,4,0,1,1,10.46063444,74,0.028698822,1,2011-12-02 01:00:00,1,2,12,2011,4,0,1,774.08694856,1,0,0.028698822,10.46063444,0,0
11/11/11 17:00,4,1,0,1,14.68856477,38,22.92443295,325,2011-11-11 17:00:00,17,11,11,2011,4,0,17,558.16546126,0,0,22.92443295,249.70560109,0,1
3/6/11 4:00,2,0,1,1,21.32,48,22.0028,6,2011-06-03 04:00:00,4,3,6,2011,4,0,4,1023.36,4,0,22.0028,85.28,0,0
13/11/11 17:00,4,0,0,1,21.32,27,22.0028,231,2011-11-13 17:00:00,17,13,11,2011,6,1,17,575.64,0,17,22.0028,362.44,0,1
12/1/11 9:00,1,0,1,1,6.56,59,22.0028,81,2011-01-12 09:00:00,9,12,1,2011,2,0,9,387.03999999999996,9,0,22.0028,59.04,1,0
15/11/12 7:00,4,0,1,2,11.95717963,67,13.50845362,382,2012-11-15 07:00:00,7,15,11,2012,3,0,14,801.13103521,7,0,27.01690724,83.70025741,1,0
16/1/12 21:00,1,1,0,1,11.48,52,22.0028,49,2012-01-16 21:00:00,21,16,1,2012,0,0,21,596.96,0,0,22.0028,241.08,0,0
3/8/11 14:00,3,0,1,2,29.683458,59,13.91607857,144,2011-08-03 14:00:00,14,3,8,2011,2,0,28,1751.324022,14,0,27.83215714,415.568412,0,0
11/11/11 10:00,4,1,0,1,13.12,42,36.9974,200,2011-11-11 10:00:00,10,11,11,2011,4,0,10,551.04,0,0,36.9974,131.2,0,0
7/9/11 1:00,3,0,1,3,22.14,94,16.9979,5,2011-09-07 01:00:00,1,7,9,2011,2,0,3,2081.16,1,0,50.993700000000004,22.14,0,0
8/12/12 4:00,4,0,0,2,14.76,93,0.0,12,2012-12-08 04:00:00,4,8,12,2012,5,1,8,1372.68,0,4,0.0,59.04,0,0
10/2/11 23:00,1,0,1,1,4.92,42,7.0015,34,2011-02-10 23:00:00,23,10,2,2011,3,0,23,206.64,23,0,7.0015,113.16,0,0
13/5/11 5:00,2,0,1,2,20.5,88,12.998,25,2011-05-13 05:00:00,5,13,5,2011,4,0,10,1804.0,5,0,25.996,102.5,0,0
7/12/11 18:00,4,0,1,3,16.51580414,95,19.539362,39,2011-12-07 18:00:00,18,7,12,2011,2,0,54,1569.0013933,18,0,58.618086000000005,297.28447452,0,1
9/10/11 5:00,4,0,0,1,18.04,88,0.0,15,2011-10-09 05:00:00,5,9,10,2011,6,1,5,1587.52,0,5,0.0,90.19999999999999,0,0
18/8/11 11:00,3,0,1,1,31.65882822,59,16.10006975,122,2011-08-18 11:00:00,11,18,8,2011,3,0,11,1867.87086498,11,0,16.10006975,348.24711042,0,0
16/2/12 4:00,1,0,1,3,12.3,70,6.0032,3,2012-02-16 04:00:00,4,16,2,2012,3,0,12,861.0,4,0,18.0096,49.2,0,0
7/11/12 11:00,4,0,1,2,13.12,51,23.9994,147,2012-11-07 11:00:00,11,7,11,2012,2,0,22,669.12,11,0,47.9988,144.32,0,0
9/10/11 2:00,4,0,0,1,18.86,88,0.0,55,2011-10-09 02:00:00,2,9,10,2011,6,1,2,1659.6799999999998,0,2,0.0,37.72,0,0
15/6/11 17:00,2,0,1,1,30.34,28,7.0015,638,2011-06-15 17:00:00,17,15,6,2011,2,0,17,849.52,17,0,7.0015,515.78,0,1
9/10/11 22:00,4,0,0,2,21.32,94,0.0,152,2011-10-09 22:00:00,22,9,10,2011,6,1,44,2004.08,0,22,0.0,469.04,0,0
6/12/11 0:00,4,0,1,2,20.16213525,75,21.52964199,16,2011-12-06 00:00:00,0,6,12,2011,1,0,0,1512.1601437499999,0,0,43.05928398,0.0,0,0
6/5/12 6:00,2,0,0,3,21.32,83,15.0013,17,2012-05-06 06:00:00,6,6,5,2012,6,1,18,1769.56,0,6,45.0039,127.92,0,0
16/11/11 10:00,4,0,1,3,18.86,94,0.0,36,2011-11-16 10:00:00,10,16,11,2011,2,0,30,1772.84,10,0,0.0,188.6,0,0
8/10/12 11:00,4,1,0,2,15.6429545,61,5.049115437,324,2012-10-08 11:00:00,11,8,10,2012,0,0,22,954.2202245,0,0,10.098230874,172.0724995,0,0
3/5/12 13:00,2,0,1,1,24.6,69,12.998,265,2012-05-03 13:00:00,13,3,5,2012,3,0,13,1697.4,13,0,12.998,319.8,0,0
14/1/11 9:00,1,0,1,1,5.74,69,8.9981,117,2011-01-14 09:00:00,9,14,1,2011,4,0,9,396.06,9,0,8.9981,51.660000000000004,1,0
16/11/12 17:00,4,0,1,1,14.76,46,12.998,580,2012-11-16 17:00:00,17,16,11,2012,4,0,17,678.96,17,0,12.998,250.92,0,1
5/9/12 11:00,3,0,1,2,31.98,62,11.0014,217,2012-09-05 11:00:00,11,5,9,2012,2,0,22,1982.76,11,0,22.0028,351.78000000000003,0,0
6/5/12 3:00,2,0,0,2,22.14,83,12.998,28,2012-05-06 03:00:00,3,6,5,2012,6,1,6,1837.6200000000001,0,3,25.996,66.42,0,0
17/10/11 3:00,4,0,1,1,22.96,49,12.998,2,2011-10-17 03:00:00,3,17,10,2011,0,0,3,1125.04,3,0,12.998,68.88,0,0
14/11/11 16:00,4,0,1,1,25.1953798,46,26.01751512,334,2011-11-14 16:00:00,16,14,11,2011,0,0,16,1158.9874708,16,0,26.01751512,403.1260768,0,0
16/12/12 0:00,4,0,0,2,14.76,62,0.0,110,2012-12-16 00:00:00,0,16,12,2012,6,1,0,915.12,0,0,0.0,0.0,0,0
1/12/11 13:00,4,0,1,1,16.4,40,15.0013,154,2011-12-01 13:00:00,13,1,12,2011,3,0,13,656.0,13,0,15.0013,213.2,0,0
9/10/12 1:00,4,0,1,3,14.76,87,15.0013,13,2012-10-09 01:00:00,1,9,10,2012,1,0,3,1284.12,1,0,45.0039,14.76,0,0
16/10/12 23:00,4,0,1,1,16.4,71,0.0,199,2012-10-16 23:00:00,23,16,10,2012,1,0,23,1164.3999999999999,23,0,0.0,377.2,0,0
10/9/12 9:00,3,0,1,1,24.6,53,19.9995,361,2012-09-10 09:00:00,9,10,9,2012,0,0,9,1303.8000000000002,9,0,19.9995,221.4,1,0
16/9/12 17:00,3,0,0,1,27.06,41,0.0,570,2012-09-16 17:00:00,17,16,9,2012,6,1,17,1109.46,0,17,0.0,460.02,0,1
16/3/12 4:00,1,0,1,2,16.4,87,16.9979,3,2012-03-16 04:00:00,4,16,3,2012,4,0,8,1426.8,4,0,33.9958,65.6,0,0
12/8/12 5:00,3,0,0,1,26.24,61,12.998,10,2012-08-12 05:00:00,5,12,8,2012,6,1,5,1600.6399999999999,0,5,12.998,131.2,0,0
13/12/12 16:00,4,0,1,1,13.94,39,7.0015,406,2012-12-13 16:00:00,16,13,12,2012,3,0,16,543.66,16,0,7.0015,223.04,0,0
2/10/11 5:00,4,0,0,1,13.12,87,19.0012,7,2011-10-02 05:00:00,5,2,10,2011,6,1,5,1141.4399999999998,0,5,19.0012,65.6,0,0
15/12/12 14:00,4,0,0,1,16.14118791,46,12.23254644,456,2012-12-15 14:00:00,14,15,12,2012,5,1,14,742.49464386,0,14,12.23254644,225.97663074,0,0
19/1/11 14:00,1,0,1,1,16.4,58,16.9979,75,2011-01-19 14:00:00,14,19,1,2011,2,0,14,951.1999999999999,14,0,16.9979,229.59999999999997,0,0
2/5/12 7:00,2,0,1,2,22.14,88,12.998,358,2012-05-02 07:00:00,7,2,5,2012,2,0,14,1948.3200000000002,7,0,25.996,154.98000000000002,1,0
17/2/12 8:00,1,0,1,2,10.66,100,0.0,520,2012-02-17 08:00:00,8,17,2,2012,4,0,16,1066.0,8,0,0.0,85.28,1,0
2/5/11 0:00,2,0,1,1,18.86,72,8.9981,177,2011-05-02 00:00:00,0,2,5,2011,0,0,0,1357.92,0,0,8.9981,0.0,0,0
9/6/11 20:00,2,0,1,2,32.8,43,12.998,254,2011-06-09 20:00:00,20,9,6,2011,3,0,40,1410.3999999999999,20,0,25.996,656.0,0,0
19/9/11 9:00,3,0,1,2,21.9289308,68,11.56209744,227,2011-09-19 09:00:00,9,19,9,2011,0,0,18,1491.1672944,9,0,23.12419488,197.3603772,1,0
19/7/11 14:00,3,0,1,1,35.26,50,12.998,152,2011-07-19 14:00:00,14,19,7,2011,1,0,14,1763.0,14,0,12.998,493.64,0,0
11/12/12 17:00,4,0,1,1,13.05414557,50,15.13054751,596,2012-12-11 17:00:00,17,11,12,2012,1,0,17,652.7072784999999,17,0,15.13054751,221.92047469,0,1
7/2/12 5:00,1,0,1,1,11.73822813,49,5.641676474,5,2012-02-07 05:00:00,5,7,2,2012,1,0,5,575.17317837,5,0,5.641676474,58.691140649999994,0,0
19/3/11 6:00,1,0,0,1,18.04,44,27.9993,10,2011-03-19 06:00:00,6,19,3,2011,5,1,6,793.76,0,6,27.9993,108.24,0,0
5/8/12 21:00,3,0,0,1,28.61546502,77,7.613204198,194,2012-08-05 21:00:00,21,5,8,2012,6,1,21,2203.39080654,0,21,7.613204198,600.92476542,0,0
12/2/11 13:00,1,0,0,1,12.3,39,27.9993,135,2011-02-12 13:00:00,13,12,2,2011,5,1,13,479.70000000000005,0,13,27.9993,159.9,0,0
18/4/12 11:00,2,0,1,3,18.86,47,16.9979,119,2012-04-18 11:00:00,11,18,4,2012,2,0,33,886.42,11,0,50.993700000000004,207.45999999999998,0,0
15/7/11 10:00,3,0,1,2,27.06,61,11.0014,166,2011-07-15 10:00:00,10,15,7,2011,4,0,20,1650.6599999999999,10,0,22.0028,270.59999999999997,0,0
15/4/12 10:00,2,0,0,1,23.78,53,15.0013,421,2012-04-15 10:00:00,10,15,4,2012,6,1,10,1260.3400000000001,0,10,15.0013,237.8,0,0
5/12/12 1:00,4,0,1,1,21.32,55,22.0028,11,2012-12-05 01:00:00,1,5,12,2012,2,0,1,1172.6,1,0,22.0028,21.32,0,0
6/6/12 23:00,2,0,1,1,21.32,77,0.0,123,2012-06-06 23:00:00,23,6,6,2012,2,0,23,1641.64,23,0,0.0,490.36,0,0
13/8/12 8:00,3,0,1,2,29.52,51,6.0032,673,2012-08-13 08:00:00,8,13,8,2012,0,0,16,1505.52,8,0,12.0064,236.16,1,0
7/1/12 10:00,1,0,0,1,11.48,75,6.0032,203,2012-01-07 10:00:00,10,7,1,2012,5,1,10,861.0,0,10,6.0032,114.80000000000001,0,0
3/5/11 21:00,2,0,1,2,26.24,61,30.0026,225,2011-05-03 21:00:00,21,3,5,2011,1,0,42,1600.6399999999999,21,0,60.0052,551.04,0,0
8/8/11 13:00,3,0,1,1,34.44,44,19.9995,151,2011-08-08 13:00:00,13,8,8,2011,0,0,13,1515.36,13,0,19.9995,447.71999999999997,0,0
8/7/11 21:00,3,0,1,2,24.92546815,85,16.84591403,217,2011-07-08 21:00:00,21,8,7,2011,4,0,42,2118.66479275,21,0,33.69182806,523.43483115,0,0
12/6/11 8:00,2,0,0,1,29.84817756,74,0.486105819,112,2011-06-12 08:00:00,8,12,6,2011,6,1,8,2208.76513944,0,8,0.486105819,238.78542048,1,0
6/7/11 7:00,3,0,1,2,29.52,79,0.0,312,2011-07-06 07:00:00,7,6,7,2011,2,0,14,2332.08,7,0,0.0,206.64,1,0
3/4/12 16:00,2,0,1,1,25.42,21,11.0014,485,2012-04-03 16:00:00,16,3,4,2012,1,0,16,533.82,16,0,11.0014,406.72,0,0
12/1/12 15:00,1,0,1,1,18.04,72,8.9981,188,2012-01-12 15:00:00,15,12,1,2012,3,0,15,1298.8799999999999,15,0,8.9981,270.59999999999997,0,0
3/10/12 12:00,4,0,1,2,28.7,70,7.0015,358,2012-10-03 12:00:00,12,3,10,2012,2,0,24,2009.0,12,0,14.003,344.4,0,0
2/3/11 13:00,1,0,1,1,20.5,25,0.0,125,2011-03-02 13:00:00,13,2,3,2011,2,0,13,512.5,13,0,0.0,266.5,0,0
11/3/12 11:00,1,0,0,1,14.76,43,19.0012,299,2012-03-11 11:00:00,11,11,3,2012,6,1,11,634.68,0,11,19.0012,162.35999999999999,0,0
4/1/11 6:00,1,0,1,1,4.92,74,7.0015,36,2011-01-04 06:00:00,6,4,1,2011,1,0,6,364.08,6,0,7.0015,29.52,0,0
16/6/11 8:00,2,0,1,2,24.6,69,8.9981,388,2011-06-16 08:00:00,8,16,6,2011,3,0,16,1697.4,8,0,17.9962,196.8,1,0
14/10/12 21:00,4,0,0,1,22.96,73,30.0026,196,2012-10-14 21:00:00,21,14,10,2012,6,1,21,1676.0800000000002,0,21,30.0026,482.16,0,0
2/1/11 7:00,1,0,0,2,16.4,76,12.998,1,2011-01-02 07:00:00,7,2,1,2011,6,1,14,1246.3999999999999,0,7,25.996,114.79999999999998,1,0
8/11/11 3:00,4,0,1,1,13.12,87,0.0,3,2011-11-08 03:00:00,3,8,11,2011,1,0,3,1141.4399999999998,3,0,0.0,39.36,0,0
6/8/11 6:00,3,0,0,1,26.24,89,7.0015,27,2011-08-06 06:00:00,6,6,8,2011,5,1,6,2335.3599999999997,0,6,7.0015,157.44,0,0
1/2/12 17:00,1,0,1,1,23.91294406,40,12.69576597,510,2012-02-01 17:00:00,17,1,2,2012,2,0,17,956.5177624,17,0,12.69576597,406.52004902,0,1
3/11/11 15:00,4,0,1,1,21.32,52,11.0014,162,2011-11-03 15:00:00,15,3,11,2011,3,0,15,1108.64,15,0,11.0014,319.8,0,0
7/3/11 13:00,1,0,1,1,13.12,36,26.0027,70,2011-03-07 13:00:00,13,7,3,2011,0,0,13,472.32,13,0,26.0027,170.56,0,0
19/1/12 7:00,1,0,1,1,4.92,54,6.0032,206,2012-01-19 07:00:00,7,19,1,2012,3,0,7,265.68,7,0,6.0032,34.44,1,0
5/2/11 18:00,1,0,0,2,11.48,93,30.0026,83,2011-02-05 18:00:00,18,5,2,2011,5,1,36,1067.64,0,18,60.0052,206.64000000000001,0,1
13/9/12 23:00,3,0,1,1,23.78,73,7.0015,170,2012-09-13 23:00:00,23,13,9,2012,3,0,23,1735.94,23,0,7.0015,546.94,0,0
18/11/11 19:00,4,0,1,1,11.48,41,11.0014,190,2011-11-18 19:00:00,19,18,11,2011,4,0,19,470.68,19,0,11.0014,218.12,0,1
11/10/11 13:00,4,0,1,2,24.6,73,12.998,180,2011-10-11 13:00:00,13,11,10,2011,1,0,26,1795.8000000000002,13,0,25.996,319.8,0,0
9/8/12 13:00,3,0,1,1,35.26,41,7.0015,281,2012-08-09 13:00:00,13,9,8,2012,3,0,13,1445.6599999999999,13,0,7.0015,458.38,0,0
6/8/12 3:00,3,0,1,3,28.9791557,80,6.192818598,1,2012-08-06 03:00:00,3,6,8,2012,0,0,9,2318.332456,3,0,18.578455794,86.93746709999999,0,0
1/4/11 23:00,2,0,1,1,12.3,61,6.0032,53,2011-04-01 23:00:00,23,1,4,2011,4,0,23,750.3000000000001,23,0,6.0032,282.90000000000003,0,0
12/8/12 6:00,3,0,0,1,26.24,65,11.0014,16,2012-08-12 06:00:00,6,12,8,2012,6,1,6,1705.6,0,6,11.0014,157.44,0,0
14/7/11 10:00,3,0,1,1,29.31937861,39,17.26677269,123,2011-07-14 10:00:00,10,14,7,2011,3,0,10,1143.45576579,10,0,17.26677269,293.1937861,0,0
5/3/11 6:00,1,0,0,2,12.3,100,15.0013,4,2011-03-05 06:00:00,6,5,3,2011,5,1,12,1230.0,0,6,30.0026,73.80000000000001,0,0
17/10/11 9:00,4,0,1,2,20.5,45,19.0012,206,2011-10-17 09:00:00,9,17,10,2011,0,0,18,922.5,9,0,38.0024,184.5,1,0
19/9/11 21:00,3,0,1,2,22.96,68,11.0014,200,2011-09-19 21:00:00,21,19,9,2011,0,0,42,1561.28,21,0,22.0028,482.16,0,0
2/5/12 19:00,2,0,1,1,22.14,77,16.9979,504,2012-05-02 19:00:00,19,2,5,2012,2,0,19,1704.78,19,0,16.9979,420.66,0,1
19/10/12 14:00,4,0,1,1,26.85324229,58,18.31209144,374,2012-10-19 14:00:00,14,19,10,2012,4,0,14,1557.4880528200001,14,0,18.31209144,375.94539206,0,0
1/8/12 4:00,3,0,1,2,26.24,78,8.9981,4,2012-08-01 04:00:00,4,1,8,2012,2,0,8,2046.7199999999998,4,0,17.9962,104.96,0,0
16/8/11 4:00,3,0,1,1,25.76892156,68,19.1856828,1,2011-08-16 04:00:00,4,16,8,2011,1,0,4,1752.28666608,4,0,19.1856828,103.07568624,0,0
8/8/12 1:00,3,0,1,1,29.52,79,0.0,23,2012-08-08 01:00:00,1,8,8,2012,2,0,1,2332.08,1,0,0.0,29.52,0,0
5/10/11 11:00,4,0,1,1,24.6,46,19.0012,170,2011-10-05 11:00:00,11,5,10,2011,2,0,11,1131.6000000000001,11,0,19.0012,270.6,0,0
18/3/11 8:00,1,0,1,1,17.22,67,16.9979,280,2011-03-18 08:00:00,8,18,3,2011,4,0,8,1153.74,8,0,16.9979,137.76,1,0
8/8/11 12:00,3,0,1,1,33.62,46,16.9979,182,2011-08-08 12:00:00,12,8,8,2011,0,0,12,1546.52,12,0,16.9979,403.43999999999994,0,0
17/12/11 10:00,4,0,0,2,10.66,52,19.0012,181,2011-12-17 10:00:00,10,17,12,2011,5,1,20,554.32,0,10,38.0024,106.6,0,0
